X Y Z Timestamp
4.536792 -2.8761728 8.02792 1644972148592
4.493721 -2.7972097 8.030313 1644972148602
4.438686 -2.7756743 8.056634 1644972148611
4.3740797 -2.8809586 8.049456 1644972148620
4.35733 -3.010171 8.075776 1644972148631
4.426722 -3.0604203 8.003992 1644972148641
4.4602213 -3.1393833 7.948957 1644972148648
4.436293 -3.211168 8.018349 1644972148661
4.412365 -3.3044882 8.092526 1644972148671
4.3836513 -3.3116665 8.097312 1644972148681
4.347759 -3.1800613 8.073383 1644972148689
4.3238306 -3.010171 8.075776 1644972148697
4.2975097 -2.8809586 7.984849 1644972148710
4.254439 -2.9096723 7.9800634 1644972148719
4.2759743 -2.9336007 7.958528 1644972148731
4.2951164 -2.8426733 8.032705 1644972148740
4.2831526 -2.7732813 8.01117 1644972148751
4.23051 -2.7996025 8.068598 1644972148760
4.2424746 -2.8354948 8.073383 1644972148771
4.287938 -2.804388 8.111669 1644972148778
4.319045 -2.7038896 8.111669 1644972148790
4.3118663 -2.605784 8.1020975 1644972148794
4.321438 -2.5746772 8.078169 1644972148810
4.328616 -2.6153553 8.082955 1644972148819
4.371687 -2.565106 8.090134 1644972148830
4.395615 -2.4598217 8.059027 1644972148839
4.388437 -2.4502504 8.049456 1644972148850
4.409972 -2.3976083 8.087741 1644972148859
4.479364 -2.440679 8.106883 1644972148869
4.5296135 -2.536392 8.169097 1644972148876
4.587041 -2.6201408 8.224132 1644972148889
4.65404 -2.6679974 8.248059 1644972148897
4.699504 -2.605784 8.267202 1644972148909
4.7138605 -2.457429 8.2456665 1644972148918
4.6612186 -2.2731814 8.166703 1644972148929
4.5631127 -2.268396 8.111669 1644972148937
4.627719 -2.2731814 8.149954 1644972148948
4.6636114 -2.2420747 8.17149 1644972148958
4.6803613 -2.3186452 8.200203 1644972148968
4.718646 -2.3808584 8.106883 1644972148978
4.685147 -2.3377876 8.19781 1644972148984
4.6636114 -2.2325034 8.147561 1644972148997
4.627719 -2.2468605 8.202596 1644972149008
4.644469 -2.3306093 8.085348 1644972149017
4.5966125 -2.388037 8.090134 1644972149028
4.5942197 -2.2420747 8.157132 1644972149035
4.587041 -2.184647 8.2049885 1644972149047
4.625326 -2.2372892 8.209774 1644972149056
4.615755 -2.2372892 8.240881 1644972149067
4.546363 -2.1678972 8.312666 1644972149077
4.486542 -1.9764715 8.338987 1644972149084
4.508078 -1.8807586 8.286345 1644972149095
4.4721856 -1.9716859 8.248059 1644972149107
4.426722 -2.132005 8.288737 1644972149116
4.3932223 -2.239682 8.310273 1644972149126
4.345366 -2.388037 8.283952 1644972149135
4.328616 -2.4526432 8.262417 1644972149146
4.302295 -2.4670002 8.23131 1644972149156
4.2975097 -2.5124638 8.190632 1644972149164
4.316652 -2.524428 8.240881 1644972149176
4.398008 -2.5268207 8.159525 1644972149183
4.3525443 -2.5531418 8.185846 1644972149193
4.321438 -2.3856442 8.243274 1644972149206
4.316652 -2.2301106 8.279166 1644972149212
4.316652 -2.2277179 8.360522 1644972149224
4.3812585 -2.321038 8.348558 1644972149234
4.438686 -2.361716 8.310273 1644972149244
4.476971 -2.3234308 8.271988 1644972149254
4.4721856 -2.3018954 8.271988 1644972149264
4.4745784 -2.321038 8.286345 1644972149273
4.4674 -2.3018954 8.281559 1644972149284
4.4339004 -2.2995026 8.279166 1644972149292
4.429115 -2.321038 8.293523 1644972149302
4.426722 -2.2612174 8.283952 1644972149313
4.4051867 -2.199004 8.300702 1644972149320
4.398008 -2.1463618 8.305488 1644972149333
4.4075794 -2.0697916 8.305488 1644972149342
4.388437 -2.012364 8.303095 1644972149352
4.3788652 -2.0051854 8.286345 1644972149364
4.421936 -1.9884356 8.293523 1644972149370
4.453043 -1.9453648 8.322237 1644972149381
4.453043 -1.942972 8.334201 1644972149392
4.45065 -1.9932213 8.360522 1644972149400
4.45065 -1.9860427 8.350951 1644972149412
4.429115 -1.9716859 8.382058 1644972149420
4.421936 -1.9262222 8.391629 1644972149429
4.4195433 -1.8975084 8.391629 1644972149438
4.4147577 -1.8496519 8.410771 1644972149448
4.402794 -1.835295 8.408379 1644972149458
4.386044 -1.8448663 8.394022 1644972149467
4.4004006 -1.820938 8.377272 1644972149477
4.398008 -1.9262222 8.379665 1644972149490
4.395615 -2.0578275 8.398808 1644972149501
4.4195433 -2.1463618 8.394022 1644972149511
4.4721856 -2.1750758 8.389236 1644972149520
4.438686 -2.1008983 8.298309 1644972149530
4.402794 -2.0338993 8.283952 1644972149540
4.4004006 -1.9740787 8.3174515 1644972149549
4.409972 -1.98365 8.367701 1644972149561
4.462614 -1.9884356 8.429914 1644972149568
4.496114 -1.9669002 8.453842 1644972149581
4.4745784 -1.9477576 8.410771 1644972149587
4.4578285 -1.9573289 8.389236 1644972149599
4.438686 -1.9525433 8.391629 1644972149607
4.4004006 -1.9908284 8.391629 1644972149618
4.35733 -2.0291135 8.370093 1644972149627
4.338187 -1.9980069 8.331808 1644972149637
4.304688 -1.9286151 8.26481 1644972149647
4.261617 -1.9190438 8.255239 1644972149658
4.240082 -1.9214365 8.2456665 1644972149668
4.2281175 -1.9405792 8.322237 1644972149680
4.24726 -1.9238294 8.394022 1644972149685
4.26401 -1.9070797 8.382058 1644972149697
4.261617 -1.8664017 8.374879 1644972149707
4.2711883 -1.7970098 8.338987 1644972149719
4.278367 -1.8329022 8.32463 1644972149725
4.2999024 -1.9262222 8.329415 1644972149738
4.3908296 -1.9381863 8.384451 1644972149747
4.3764725 -1.8376877 8.382058 1644972149758
4.436293 -1.9573289 8.415557 1644972149767
4.54397 -2.0195422 8.547162 1644972149777
4.6492543 -1.9860427 8.760123 1644972149788
4.709075 -1.8783658 9.030513 1644972149797
4.7449675 -1.5409778 9.178867 1644972149807
4.7569313 -1.4715859 9.406186 1644972149817
4.8693943 -1.698904 9.79143 1644972149826
5.0512486 -2.0458634 10.205389 1644972149837
5.237889 -2.3306093 10.554741 1644972149846
5.359923 -2.469393 10.688739 1644972149856
5.400601 -2.3832514 10.6815605 1644972149867
5.4149575 -2.2061825 10.691132 1644972149874
5.4699926 -2.0291135 10.648061 1644972149886
5.639883 -1.9908284 10.7126665 1644972149895
5.761917 -2.0721843 10.889736 1644972149904
5.831309 -2.0051854 10.944771 1644972149915
5.9246287 -1.7994026 11.040483 1644972149925
5.919843 -1.4691931 11.25823 1644972149935
5.989235 -0.96909314 11.497513 1644972149945
6.084948 -0.4761717 11.794223 1644972149955
6.2404814 0.0023928226 12.100504 1644972149965
6.463014 0.3182454 12.354143 1644972149974
6.5898337 0.46181476 12.576675 1644972149984
6.6592255 0.47377887 12.626925 1644972149995
6.666404 0.4019942 12.602997 1644972150004
6.7381887 0.33738798 12.569497 1644972150012
6.7405815 0.2727818 12.672389 1644972150024
6.7118673 0.2656033 12.662817 1644972150033
6.558727 0.10767702 12.4833555 1644972150041
6.2955165 -0.44506502 12.21536 1644972150053
6.084948 -1.0671989 11.887543 1644972150066
5.9318075 -1.727618 11.32523 1644972150072
5.7762737 -2.3665016 10.676775 1644972150084
5.65424 -2.6679974 9.958928 1644972150090
5.4628143 -2.5148566 9.224331 1644972150102
5.211568 -2.1272194 8.408379 1644972150114
4.981857 -1.727618 7.6163545 1644972150121
4.807181 -1.3998013 6.8913293 1644972150133
4.682754 -1.1820544 6.2524457 1644972150141
4.536792 -0.9164511 5.639883 1644972150152
4.328616 -0.6125626 5.003392 1644972150162
4.1228333 -0.38285163 4.3908296 1644972150169
3.9218364 -0.19142582 3.7328033 1644972150184
3.723232 -0.069391854 3.129812 1644972150189
3.562913 -0.02871387 2.5124638 1644972150200
3.3954153 0.05742774 1.9118652 1644972150211
3.2279177 0.26799613 1.3447664 1644972150220
3.0843484 0.5407779 0.81834537 1644972150232
2.9886355 0.78723866 0.30867413 1644972150241
2.9336007 1.012164 -0.148355 1644972150251
2.926422 1.079163 -0.5240282 1644972150261
2.9886355 1.0289137 -0.9619147 1644972150271
3.0723844 1.0025927 -1.268196 1644972150283
3.141776 1.0911272 -1.4859428 1644972150288
3.1872396 1.2059826 -1.5074782 1644972150299
3.2877383 1.1318051 -1.4500505 1644972150310
3.3667014 1.0624132 -1.3639089 1644972150320
3.3260236 1.0695918 -1.2179468 1644972150330
3.2590244 1.0648061 -0.99302137 1644972150340
3.2303107 1.079163 -0.60777694 1644972150350
3.1465619 1.1940185 -0.08853444 1644972150359
3.0747771 1.2897314 0.5024927 1644972150370
3.0556345 1.5074782 1.2323036 1644972150379
3.1154552 1.9812572 2.0315065 1644972150390
3.103491 2.457429 2.8833513 1644972150398
3.0963125 2.6081767 3.546163 1644972150409
3.0604203 2.400001 4.139583 1644972150419
2.9312077 1.8592232 4.773681 1644972150429
2.8642087 1.0408778 5.328816 1644972150439
2.7278178 0.21296121 6.245267 1644972150449
2.9048867 -0.33499518 7.207182 1644972150458
3.1082766 -0.8709874 8.2145605 1644972150470
3.3834512 -1.457229 9.303294 1644972150475
3.9984066 -1.7443677 10.514063 1644972150486
4.7952166 -1.524228 11.753545 1644972150493
5.6374903 -1.0839486 12.732209 1644972150506
6.5084777 -0.6197411 13.574483 1644972150512
7.580462 -0.30867413 14.378471 1644972150525
8.748159 -0.25842485 15.0221405 1644972150531
9.600004 -0.5072784 15.596418 1644972150545
10.174282 -0.9164511 15.895521 1644972150552
10.497313 -1.4333007 15.948163 1644972150565
10.628919 -1.942972 16.000805 1644972150571
10.77488 -2.3018954 16.118053 1644972150584
10.8969145 -2.440679 16.249659 1644972150592
10.73181 -2.309074 16.314264 1644972150603
10.463814 -1.9812572 16.230516 1644972150613
9.982856 -1.5768701 16.05584 1644972150622
9.454042 -1.0743774 15.897914 1644972150633
8.863015 -0.5814559 15.627524 1644972150643
8.250452 -0.23449662 15.203995 1644972150651
7.6067834 -0.13399807 14.754145 1644972150662
7.204789 -0.29910284 14.409578 1644972150671
7.1569324 -0.4019942 14.115261 1644972150682
7.1569324 -0.5072784 13.880764 1644972150691
7.099505 -0.6436693 13.607983 1644972150702
7.092326 -0.7752745 13.256237 1644972150711
6.927222 -0.9236295 12.792029 1644972150722
6.7022963 -1.0025927 12.217752 1644972150731
6.4869423 -0.9810573 11.614761 1644972150742
6.2524457 -0.7728817 11.018949 1644972150749
5.962914 -0.47856453 10.310673 1644972150762
5.642276 -0.21535404 9.595219 1644972150769
5.355137 0.03589234 8.872586 1644972150783
5.130212 0.23688944 8.209774 1644972150789
4.941179 0.3900301 7.52782 1644972150801
4.723432 0.52163535 6.800402 1644972150808
4.493721 0.55034924 6.099305 1644972150821
4.249653 0.5886344 5.35753 1644972150831
3.940979 0.5814559 4.5559344 1644972150840
3.641876 0.4761717 3.7615173 1644972150850
3.4193435 0.29192436 3.07717 1644972150860
3.266203 0.12203395 2.5124638 1644972150869
3.1609187 0.016749758 2.0578275 1644972150882
3.048456 0.06460621 1.6534405 1644972150887
2.8833513 0.28953153 1.2418749 1644972150900
2.7014968 0.57427746 0.9595219 1644972150909
2.5722845 0.9595219 0.6987042 1644972150920
2.4358935 1.4189439 0.37567315 1644972150930
2.2827528 1.8855443 0.040677983 1644972150936
2.1080768 2.2612174 -0.2105684 1644972150951
1.9405792 2.3808584 -0.4881358 1644972150956
